notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19
2020-03-22,2230,Interstate,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-22,2060,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-22,2476,Interstate,X810,Northern NSW,17400,Tenterfield (A)
2020-03-22,2560,Overseas,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-03-22,2282,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-22,2282,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-22,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-22,2287,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-22,2287,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-22,2283,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-22,2280,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-22,2280,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-22,2290,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-22,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-22,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-22,2283,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-22,2260,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-22,2304,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-22,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-22,2444,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-22,2465,Overseas,X810,Northern NSW,11730,Clarence Valley (A)
2020-03-22,2122,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-03-22,2148,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-22,2026,Interstate,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-22,2210,Overseas,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-22,2210,Overseas,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-22,2219,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-22,2106,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-22,2089,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-22,2476,Interstate,X810,Northern NSW,17400,Tenterfield (A)
2020-03-22,2430,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-22,2430,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-22,2340,Overseas,X800,Hunter New England,17310,Tamworth Regional (A)
2020-03-22,2560,Overseas,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-03-22,2068,Overseas,X760,Northern Sydney,18250,Willoughby (C)
2020-03-22,2229,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-22,2031,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-22,2068,Overseas,X760,Northern Sydney,18250,Willoughby (C)
2020-03-22,2023,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-22,2102,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-22,2065,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-22,2065,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-22,2026,Interstate,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-22,2110,Overseas,X760,Northern Sydney,14100,Hunters Hill (A)
2020-03-22,2530,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-22,2060,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-22,2031,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-22,2113,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-22,2580,Interstate,X830,Southern NSW,13310,Goulburn Mulwaree (A)
2020-03-22,2090,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15950,North Sydney (A)
2020-03-22,2122,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-03-22,2259,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-22,2259,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-22,2264,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-22,2528,Overseas,X730,Illawarra Shoalhaven,16900,Shellharbour (C)
2020-03-22,2528,Overseas,X730,Illawarra Shoalhaven,16900,Shellharbour (C)
2020-03-22,2763,Locally acquired - source not identified,X740,Western Sydney,10750,Blacktown (C)
2020-03-22,2023,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-22,2066,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-22,2009,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-22,2023,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-22,2102,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-22,2010,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-23,2431,Overseas,X820,Mid North Coast,14350,Kempsey (A)
2020-03-23,2207,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-23,2011,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-23,2041,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,14170,Inner West (A)
2020-03-23,2041,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,14170,Inner West (A)
2020-03-23,2515,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-23,2281,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2290,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2290,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2360,Overseas,X800,Hunter New England,14200,Inverell (A)
2020-03-23,2444,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-23,2360,Overseas,X800,Hunter New England,14200,Inverell (A)
2020-03-23,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2107,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-23,2065,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-23,2029,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2500,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-23,2234,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-23,2345,Overseas,X800,Hunter New England,17310,Tamworth Regional (A)
2020-03-23,2216,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-23,2340,Overseas,X800,Hunter New England,17310,Tamworth Regional (A)
2020-03-23,2570,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-03-23,2120,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14000,Hornsby (A)
2020-03-23,2120,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-03-23,2315,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-23,2074,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-23,2068,Overseas,X760,Northern Sydney,18250,Willoughby (C)
2020-03-23,2224,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-23,2036,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-23,2529,Overseas,X730,Illawarra Shoalhaven,16900,Shellharbour (C)
2020-03-23,2103,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-23,2031,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-23,2570,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-03-23,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2156,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-23,2340,Overseas,X800,Hunter New England,17310,Tamworth Regional (A)
2020-03-23,2321,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-23,2211,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-23,2041,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-23,2191,Overseas,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-23,2145,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-23,2156,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-23,2151,Overseas,X740,Western Sydney,16260,Parramatta (C)
2020-03-23,2145,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-23,2315,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-23,2031,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-23,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2010,Locally acquired - source not identified,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-23,2154,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-23,2575,Overseas,X710,South Western Sydney,18350,Wingecarribee (A)
2020-03-23,2487,Overseas,X810,Northern NSW,17550,Tweed (A)
2020-03-23,2486,Overseas,X810,Northern NSW,17550,Tweed (A)
2020-03-23,2486,Overseas,X810,Northern NSW,17550,Tweed (A)
2020-03-23,2153,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-23,2028,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2000,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-23,2042,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-23,2000,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-23,2024,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2487,Overseas,X810,Northern NSW,17550,Tweed (A)
2020-03-23,2007,Locally acquired - source not identified,X700,Sydney,17200,Sydney (C)
2020-03-23,2135,Overseas,X700,Sydney,17100,Strathfield (A)
2020-03-23,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2023,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2191,Overseas,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-23,2050,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-23,2170,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-03-23,2132,Overseas,X700,Sydney,11300,Burwood (A)
2020-03-23,2229,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-23,2007,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-23,2009,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-23,2035,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-23,2048,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-23,2280,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2290,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2023,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2024,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2173,Locally acquired - source not identified,X710,South Western Sydney,14900,Liverpool (C)
2020-03-23,2527,Overseas,X730,Illawarra Shoalhaven,16900,Shellharbour (C)
2020-03-23,2016,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-23,2260,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-23,2535,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-23,2285,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2487,Overseas,X810,Northern NSW,17550,Tweed (A)
2020-03-23,2533,Locally acquired - contact of a confirmed case and/or in a known cluster,X730,Illawarra Shoalhaven,14400,Kiama (A)
2020-03-23,2500,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-23,2023,Interstate,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2030,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2172,Overseas,X710,South Western Sydney,14900,Liverpool (C)
2020-03-23,2021,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2022,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2038,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-23,2132,Overseas,X700,Sydney,11300,Burwood (A)
2020-03-23,2212,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-23,2518,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-23,2037,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-23,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-23,2074,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-23,2324,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-23,2318,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-23,2283,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2448,Overseas,X820,Mid North Coast,15700,Nambucca (A)
2020-03-23,2200,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-23,2026,Interstate,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2021,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2281,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2478,Locally acquired - contact of a confirmed case and/or in a known cluster,X810,Northern NSW,10250,Ballina (A)
2020-03-23,2322,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-23,2031,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-23,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-03-23,2541,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-23,2763,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-23,2298,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-23,2330,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,17000,Singleton (A)
2020-03-23,2125,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-23,2017,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-23,2303,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-23,2299,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-23,2066,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-23,2323,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-23,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-23,2283,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-23,2783,Overseas,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-23,2191,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-23,2000,Locally acquired - source not identified,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-23,2204,Locally acquired - source not identified,X700,Sydney,14170,Inner West (A)
2020-03-23,2747,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-23,,Overseas,,,,
2020-03-23,2068,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,18250,Willoughby (C)
2020-03-23,2756,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,13800,Hawkesbury (C)
2020-03-23,2790,Overseas,X750,Nepean Blue Mountains,14870,Lithgow (C)
2020-03-23,2799,Overseas,X850,Western NSW,10850,Blayney (A)
2020-03-23,2799,Overseas,X850,Western NSW,10850,Blayney (A)
2020-03-23,2300,Locally acquired - source not identified,X800,Hunter New England,15900,Newcastle (C)
2020-03-23,2580,Overseas,X830,Southern NSW,13310,Goulburn Mulwaree (A)
2020-03-23,2580,Overseas,X830,Southern NSW,13310,Goulburn Mulwaree (A)
2020-03-23,2830,Overseas,X850,Western NSW,12390,Dubbo Regional (A)
2020-03-23,2760,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-23,2774,Overseas,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-23,2747,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-23,2747,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-23,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2850,Overseas,X850,Western NSW,15270,Mid-Western Regional (A)
2020-03-23,2830,Overseas,X850,Western NSW,12390,Dubbo Regional (A)
2020-03-23,2428,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-23,2262,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-23,2021,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2763,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-23,2023,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-23,2320,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-23,2020,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-23,2022,Interstate,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2786,Overseas,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-23,2076,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-23,2112,Locally acquired - source not identified,X760,Northern Sydney,16700,Ryde (C)
2020-03-23,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2022,Interstate,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-23,2120,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14000,Hornsby (A)
2020-03-23,2228,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
